employee_id,month,hours_worked,overtime_hours,sales_generated,customers_served,projects_completed,absent_days,labor_cost,training_hours,performance_rating
1070,2026-03-01,181.3,13.3,0,159,4,1,9420.89,10,4.52
542,2026-03-01,180.8,4.8,0,0,4,0,10387.78,8,3.08
1304,2026-08-01,173.9,5.9,0,108,6,0,9830.89,6,3.86
808,2026-01-01,100.8,0,0,0,2,1,4188.67,4,3.05
771,2025-09-01,96,0,0,0,2,2,7879.17,2,3.06
793,2026-03-01,183.8,7.8,0,104,5,0,12752.18,8,3.26
1168,2026-06-01,181.7,5.7,28715.61,97,2,0,7489.05,4,3.89
1291,2026-04-01,173.8,5.8,,67,2,1,8723.07,6,3.21
1443,2025-09-01,188.4,12.4,0,104,4,0,11460.27,14,3.88
40,2025-09-01,182.7,6.7,0,72,4,0,9142.72,6,2.64
671,2025-10-01,198.2,14.2,0,132,4,0,13162.64,6,4.02
884,2025-12-01,196.9,28.9,0,194,6,2,15009.7,6,3.43
1306,2025-09-01,169.6,1.6,0,0,3,1,8153.18,8,3.68
847,2026-06-01,177.4,9.4,0,165,6,1,11653.31,0,
866,2025-09-01,186.2,10.2,0,0,4,0,14892.24,6,3.49
1212,2026-08-01,177.8,9.8,26396.7,74,3,0,8150.34,6,4.04
1199,2025-11-01,172.7,12.7,0,0,5,0,13066.9,6,
382,2026-02-01,137.2,1.2,0,77,3,3,9922.99,4,3.67
568,2026-08-01,168.1,0.1,19016.04,60,2,0,7377.21,4,2.99
104,2025-10-01,190.5,6.5,28194.39,69,2,0,10147.92,8,
1179,2026-05-01,177.8,9.8,26674.63,79,3,0,10334.06,4,3.92
741,2025-09-01,176,0,26711.35,79,3,0,5835.67,0,4.51
122,2026-05-01,177.9,9.9,22635.92,56,2,0,6898.55,4,2.91
428,2026-07-01,183.7,7.7,0,0,5,1,9271.72,8,4.08
594,2026-06-01,183.3,7.3,0,0,5,0,10225.24,2,3.07
323,2025-09-01,178.4,10.4,21700.9,82,3,1,7668.51,4,3.78
1447,2025-10-01,187.7,11.7,0,110,4,1,14554.85,2,2.95
1353,2025-10-01,194.4,10.4,0,0,3,0,9607.81,8,2.8
454,2026-02-01,160,0,10262.67,31,1,0,6567.67,12,2.24
394,2025-10-01,184.6,8.6,0,0,5,1,8432.79,6,4.01
899,2026-01-01,168.1,0.1,0,0,5,1,5199.66,2,4.47
344,2026-04-01,179.7,3.7,0,0,6,0,10429.24,8,3.71
297,2026-02-01,148.5,4.5,0,40,2,2,14555.24,10,1.93
348,2026-05-01,96,0,0,71,2,1,7808,6,3.85
1256,2025-10-01,196.7,12.7,0,0,6,0,9681.69,2,3.94
960,2025-10-01,202,18,0,143,4,0,12502.34,6,3.73
677,2026-03-01,183.8,7.8,29189.4,93,2,0,9919.57,6,3.77
814,2026-02-01,152,0,19889.09,51,2,1,5650,6,3.9
1323,2026-08-01,86.4,0,0,0,2,3,6100,2,3.63
113,2026-07-01,184.1,0.1,24471.3,65,2,0,8791.6,6,3.15
561,2025-11-01,156.4,12.4,0,0,5,2,8949.81,2,3.77
131,2026-04-01,179,3,0,0,2,0,6487.84,8,2.31
954,2025-09-01,183.4,7.4,0,0,5,0,9497.96,0,3.69
686,2026-03-01,182.3,6.3,0,0,4,0,7719.08,10,3.4
786,2026-08-01,166.3,6.3,0,0,4,1,11632.23,8,4.24
432,2025-09-01,105.6,0,0,0,3,0,4046.33,6,3.59
291,2026-01-01,177.8,1.8,0,0,5,0,7289.47,8,3.58
1221,2026-04-01,187.2,11.2,0,121,3,0,16794.99,8,3.37
94,2026-02-01,137.5,1.5,14328.77,41,1,3,8630.26,6,2.84
307,2026-01-01,176.5,0.5,17644.72,47,1,0,7402.73,6,3.44
164,2026-07-01,178.2,2.2,0,0,5,1,8795.83,8,3.17
1117,2025-12-01,185.5,17.5,0,123,5,2,12865.26,2,2.85
505,2026-06-01,184.5,8.5,0,0,6,0,8622.46,6,3.86
601,2025-09-01,163.9,3.9,0,0,3,2,7819.28,8,3.14
809,2026-04-01,177.3,9.3,0,0,4,1,6305.33,0,3.54
645,2026-02-01,169.3,9.3,23552.15,51,2,0,10688.3,12,3.8
773,2026-07-01,179,3,0,0,6,1,11265.06,,3.71
989,2025-09-01,150.4,6.4,16531.1,51,2,4,9291.96,4,3.1
1078,2025-12-01,171.3,19.3,30624.27,75,1,4,9432.43,0,
684,2026-02-01,168.4,8.4,19410.93,56,2,0,11112.91,12,3.9
649,2025-09-01,181.6,5.6,0,0,4,0,9476.17,6,3.51
637,2026-04-01,184.9,8.9,0,0,4,0,7341.68,6,3.44
633,2025-09-01,185,9,26700.5,74,3,0,8799.67,8,3.7
113,2026-01-01,178.7,2.7,15647.8,46,1,0,8989.24,2,2.94
389,2026-07-01,196.3,12.3,0,121,5,0,17626.92,6,3.51
769,2025-12-01,198.8,14.8,40640.06,121,2,0,9347.06,0,3.67
199,2026-08-01,170.3,10.3,0,109,3,1,14439.02,6,
206,2025-11-01,96,0,0,0,3,0,4148,0,3.98
478,2026-05-01,166.2,6.2,20935.66,55,2,1,8334.05,8,2.92
194,2026-01-01,183.8,7.8,0,75,4,0,13218.85,2,3.36
730,2026-04-01,174.8,6.8,0,0,5,1,13843.71,2,3.72
1484,2026-06-01,185.8,9.8,26708.77,82,3,0,9418.66,8,3.89
503,2025-11-01,163.7,11.7,37701.51,82,2,1,11554.32,0,3.86
903,2026-06-01,184.5,8.5,0,0,4,0,8338.68,2,3.44
90,2026-08-01,170.8,2.8,16474.58,54,2,0,10662.93,2,2.99
10,2026-02-01,164.1,4.1,0,0,2,0,11474.85,12,2.83
916,2026-08-01,170.9,2.9,0,0,4,0,6638.69,8,2.61
1424,2026-04-01,178.7,10.7,0,132,5,1,14573.78,8,4.49
1112,2026-05-01,166.3,14.3,0,96,5,2,14806.53,4,3.58
244,2026-08-01,164.3,4.3,0,0,4,1,8383.26,4,2.79
753,2025-09-01,186.6,10.6,9066.39,21,1,0,9068.1,16,3.34
601,2025-10-01,168.3,8.3,0,0,3,3,8107.3,8,2.9
1175,2026-02-01,161.1,1.1,15471.87,42,2,0,8641.82,10,3.26
46,2026-04-01,168.1,8.1,18582.56,53,1,2,6636.38,6,2.9
1091,2026-07-01,173.4,5.4,0,0,5,2,12174.18,6,3.44
1496,2025-09-01,181,13,0,138,6,1,15551.82,2,3.82
715,2026-03-01,182.2,6.2,0,0,5,0,12029.74,6,4.69
213,2025-11-01,170.6,18.6,0,80,3,1,11307.38,8,2.22
405,2025-09-01,182.9,6.9,0,0,4,0,11915.75,2,4.28
502,2025-09-01,186.3,10.3,0,0,7,0,11349.69,0,
1316,2026-06-01,185.8,9.8,0,0,4,0,6472.69,4,3.64
1422,2025-10-01,177.6,9.6,0,0,6,2,8126.33,,4.29
860,2026-08-01,100.8,0,0,65,3,0,7431.83,4,4.21
1266,2026-03-01,186.7,10.7,0,143,4,0,9708.45,4,4.14
1408,2026-06-01,193.8,17.8,0,138,5,0,19300.33,6,3.33
457,2026-06-01,182.2,14.2,0,0,4,1,7351.9,0,3.26
374,2025-09-01,184.8,8.8,0,0,2,0,9310.7,10,3.67
1171,2026-07-01,191.5,7.5,0,0,6,0,16207.3,4,3.3
449,2025-10-01,171.5,11.5,0,95,3,3,13939.52,4,2.92
1494,2025-11-01,169.8,9.8,17331.01,65,2,0,9098.82,8,2.5
373,2026-07-01,180.8,4.8,21531.8,58,2,1,9106.52,8,3.74
973,2026-08-01,170.3,2.3,17079.66,57,2,0,8585.55,0,3.18
1406,2026-01-01,105.6,0,0,0,2,0,6771,4,3.89
604,2025-11-01,175.8,15.8,0,141,4,0,14053.02,4,3.52
330,2026-02-01,166,6,14148.01,40,2,0,7503.72,10,2.82
1271,2025-10-01,184.9,8.9,29141.43,98,3,1,8715.96,4,3.67
776,2025-11-01,91.2,0,0,0,3,1,7543.67,6,
1304,2026-03-01,169.4,9.4,0,86,3,2,10114.19,12,3.45
1300,2026-05-01,160.9,16.9,0,95,5,3,11210.71,2,3.46
263,2026-06-01,163.7,11.7,25726.78,72,1,3,10916.14,8,4.12
923,2026-07-01,187.6,3.6,18575.32,68,2,0,7506.11,4,3.28
1325,2026-01-01,180,4,15651.77,50,2,0,8404.35,8,3.61
251,2026-05-01,178.5,10.5,25287.08,85,3,0,9648.7,6,3.63
1057,2026-08-01,173.3,5.3,0,0,4,0,8091.69,6,3.88
640,2026-06-01,179,11,0,0,3,1,10856.09,2,3.48
1440,2026-05-01,176.6,8.6,0,0,3,0,7602.62,8,3.34
725,2026-06-01,186.7,10.7,0,0,6,0,10441.58,6,
285,2026-01-01,180.4,12.4,0,68,3,1,13033.63,6,3.01
10,2026-05-01,148.4,4.4,0,0,3,3,11503.62,6,2.84
1182,2026-06-01,184,8,0,0,5,0,8489.87,8,4.18
64,2026-07-01,171.4,3.4,0,86,5,2,24280.66,4,3.47
1210,2025-11-01,96,0,16099.08,47,1,0,5276.5,2,3.48
1259,2026-01-01,181.1,5.1,15650.42,48,1,0,10180.14,0,2.71
623,2025-10-01,195.7,11.7,0,111,3,0,11319.2,6,3.32
53,2026-03-01,186.5,10.5,0,137,5,0,9648.7,8,4
805,2025-12-01,205.5,21.5,40161,98,2,0,13710.23,4,3.07
508,2026-02-01,157.4,5.4,11165.27,37,1,1,10769.46,6,2.63
1282,2025-09-01,105.6,0,15733.42,45,2,0,5378.17,6,3.94
937,2026-06-01,184.7,8.7,0,0,6,0,7772.72,8,4.31
1452,2026-07-01,194.6,10.6,0,123,6,0,8957.11,2,3.8
1010,2026-04-01,105.6,0,0,0,3,0,6354.17,6,4.18
122,2026-07-01,179.5,3.5,17279.39,51,2,1,6546.62,8,3
420,2026-03-01,180.4,4.4,0,0,4,0,9086.81,4,4.65
1429,2025-09-01,180.4,12.4,0,132,5,1,11088.76,4,3.87
573,2026-07-01,184.1,8.1,0,103,6,1,12881.1,8,3.99
460,2026-01-01,179.1,3.1,19881.16,64,4,0,11389.39,,4.38
627,2025-09-01,182,6,0,144,7,0,16736.12,8,4.16
167,2025-11-01,166.4,14.4,0,0,4,1,8746.7,2,3.72
423,2025-12-01,207.8,23.8,0,203,5,0,12812.34,0,3.82
1380,2026-02-01,169.3,9.3,0,94,6,0,12819.36,8,4.19
1346,2025-11-01,171.1,19.1,27359.64,94,3,1,7463.67,4,3.72
529,2026-06-01,191.7,15.7,0,0,6,0,6917.23,6,
811,2025-10-01,186.3,10.3,22727.8,74,2,1,9755.2,16,3.24
255,2026-01-01,176,0,0,0,6,0,6669.33,2,4.13
245,2026-02-01,156.4,4.4,0,0,5,1,8189.73,10,3.85
824,2026-05-01,16.4,0.4,0,0,0,0,822.83,3.3,2.99
24,2026-02-01,147.8,3.8,0,0,5,2,6090.58,10,4.85
1383,2026-01-01,105.6,0,12134.87,32,2,0,4493.67,6,3.85
389,2025-09-01,180,12,0,120,5,1,17585.56,6,3.38
954,2025-10-01,198.1,14.1,0,0,7,0,10015.52,2,3.68
444,2026-08-01,181.2,13.2,0,145,7,0,19325.59,0,4.54
1215,2025-11-01,164.2,12.2,32631.56,88,2,1,8486.22,0,3.22
1111,2026-05-01,183.4,15.4,0,0,4,0,9804.86,8,3.27
1368,2025-11-01,149.6,5.6,0,0,3,2,6395.62,6,3.27
103,2026-02-01,160.4,0.4,0,76,4,0,10681.35,8,3.44
962,2026-02-01,152.9,0.9,21112.38,47,2,1,8381.1,12,3.83
551,2025-12-01,207.5,23.5,0,125,4,0,13056.51,0,2.26
932,2026-07-01,197.7,13.7,0,109,4,0,13555.43,2,3.58
141,2026-04-01,184,8,0,102,5,0,10469.55,0,3.48
683,2026-07-01,174.8,6.8,0,0,4,2,9979.1,6,3.82
358,2025-12-01,201.1,17.1,33307.75,120,2,0,10644.08,2,3.11
844,2025-11-01,170.4,10.4,0,0,4,0,9508.07,0,4.19
96,2025-11-01,96,0,0,98,2,0,5805.17,0,3.99
661,2026-03-01,180.4,4.4,0,0,5,0,8474.69,8,3.74
536,2025-10-01,110.4,0,0,74,3,0,7533.5,8,3.92
1059,2026-08-01,175.9,7.9,0,0,4,0,8852.3,4,4.23
646,2025-10-01,105.6,0,0,0,3,1,4229.33,8,3
1131,2026-07-01,171.5,3.5,0,0,5,2,6787.54,2,4.35
366,2026-02-01,150,6,14527.3,41,2,2,8598.42,4,3.15
663,2025-10-01,194.5,10.5,0,0,6,0,16480.43,6,3.79
121,2025-12-01,202.2,18.2,0,0,4,0,13780.23,8,3.74
1208,2025-11-01,166.1,14.1,32634.16,111,3,1,9262.64,0,4.67
1142,2026-02-01,91.2,0,0,51,1,1,5874.3,4,3.34
1170,2026-06-01,175.3,15.3,0,0,3,2,8738.19,0,3.51
231,2026-08-01,141.1,5.1,16497.42,44,2,4,8885.06,4,3.22
313,2026-05-01,170.3,10.3,0,0,3,1,7363.46,0,2.83
358,2026-03-01,166,6,18637.89,54,2,2,9753.43,4,3.03
151,2026-04-01,105.6,0,0,0,3,0,3395.67,2,3.92
292,2026-07-01,191.2,7.2,0,0,7,0,6847.28,8,4.86
698,2026-04-01,177.1,9.1,0,0,5,1,8795.77,2,3.78
1187,2026-01-01,181.1,5.1,16061.37,48,3,0,7352.45,,3.48
1249,2026-03-01,169.7,9.7,0,81,4,2,15519.8,6,2.96
1301,2026-07-01,161.5,1.5,18676.22,51,2,3,7631.29,4,3.33
603,2026-05-01,96,0,16685.24,40,1,1,4808.83,2,3.94
1241,2026-08-01,156.3,4.3,18959.1,58,1,2,8003.64,4,3.32
348,2025-09-01,100.8,0,0,73,3,1,7808,0,3.66
1421,2025-12-01,208,24,0,153,6,0,19002.24,6,3.13
1472,2026-03-01,166.7,6.7,0,0,3,2,7679.88,4,3.11
220,2025-10-01,182.2,6.2,36562.01,97,4,1,7959.13,0,4.57
1279,2026-02-01,160.2,8.2,0,0,4,1,8732.26,10,3.1
615,2026-01-01,176,0,0,0,5,0,9699,6,3.68
651,2026-02-01,156.1,4.1,15698.27,45,2,1,11538.02,4,2.66
632,2026-08-01,166.5,6.5,24362.5,58,2,1,8612.31,0,3.63
1233,2026-08-01,174.2,6.2,26474.51,71,3,0,8708.98,6,3.77
1329,2025-12-01,180.7,20.7,0,0,5,3,9014.88,4,2.77
122,2025-11-01,172.9,12.9,23970.44,71,2,0,7063.51,4,2.85
449,2026-02-01,159.9,7.9,0,59,3,1,13544.56,10,2.9
1073,2026-06-01,185.9,9.9,0,0,7,0,11534.37,4,3.9
652,2026-01-01,176,0,0,0,5,0,10176.83,8,3.39
1155,2025-09-01,183.3,7.3,0,91,4,0,8982.22,2,2.63
1470,2025-12-01,96,0,0,84,3,3,8021.5,2,3.86
956,2025-10-01,196.1,12.1,0,0,6,0,9928.41,6,4.33
1125,2026-06-01,188.1,12.1,20071.3,62,2,0,9153.46,8,3.04
51,2026-07-01,186.4,2.4,0,0,6,0,5707.8,6,
812,2026-08-01,168.4,8.4,0,100,6,1,13294.05,8,4.14
764,2025-12-01,206.8,22.8,0,207,6,0,14887.12,0,3.35
1062,2026-03-01,184.6,8.6,0,0,5,0,9940.2,12,4.35
17,2026-04-01,168.9,8.9,0,0,7,2,5474.85,2,4.67
911,2025-09-01,153.6,9.6,0,0,3,4,8346.55,0,3.7
553,2025-11-01,171.2,11.2,0,0,6,0,8096.39,0,3.66
1319,2026-06-01,105.6,0,0,0,3,0,4961.33,4,3.08
264,2026-02-01,161.7,1.7,0,0,5,0,7737.18,4,3.03
977,2025-10-01,183.8,15.8,21863.09,62,1,2,9996.6,6,2.94
269,2026-06-01,178.5,10.5,0,102,4,1,15637.56,6,2.97
1472,2026-02-01,152,0,0,0,4,1,7259,8,3.29
589,2026-03-01,182.9,6.9,0,0,5,0,8662.08,8,3.21
1321,2026-04-01,152.1,0.1,0,0,5,3,10267.04,6,4.13
337,2025-11-01,96,0,0,0,1,0,5723.83,2,2.93
1201,2026-04-01,170.8,10.8,0,121,5,2,13095.66,2,3.87
731,2026-04-01,180.9,4.9,24708.42,75,2,0,9124.68,2,3.24
1368,2025-09-01,182.3,14.3,0,0,5,1,6854.88,0,3.31
1451,2026-02-01,168.9,8.9,0,87,4,0,12304.94,6,3.25
1241,2026-05-01,179.5,11.5,22216.32,83,2,0,8484.44,0,3.31
909,2026-07-01,192.6,8.6,0,136,5,0,13151.65,2,4.47
154,2025-09-01,178.6,2.6,19572.46,48,2,0,6684.25,0,2.67
617,2025-09-01,183.1,7.1,0,0,6,0,10003.56,0,3.74
231,2025-12-01,200.3,16.3,34600.09,88,2,0,9709.83,0,2.96
1094,2025-12-01,110.4,0,23854.74,59,1,0,5256.17,2,3.62
913,2026-08-01,176.8,8.8,24013.28,65,2,0,5506.32,6,3.51
641,2025-11-01,172.6,12.6,38317.67,113,2,0,8952.53,6,4.24
924,2026-01-01,178.2,2.2,0,0,4,0,12359.75,4,3.95
1378,2025-12-01,203.8,19.8,0,0,5,0,9943.75,6,3.5
700,2026-05-01,175.2,7.2,0,0,6,0,10400.52,2,3.72
732,2026-07-01,186,2,0,0,5,0,7214.41,0,3.35
494,2026-02-01,165.4,5.4,14367.67,43,2,0,9066.78,6,2.77
248,2026-03-01,184.8,8.8,22179.54,55,1,0,10032.8,4,2.66
1453,2026-08-01,175.2,7.2,22582.74,70,2,0,7689.69,6,3.36
586,2025-12-01,190.6,14.6,23129.33,70,2,1,7420.37,8,2.46
1363,2026-08-01,160.9,16.9,0,140,7,3,11268.97,2,4.45
130,2025-12-01,105.6,0,20856.37,79,1,1,6130.5,0,3.84
520,2026-05-01,178,10,0,0,6,0,10991.24,4,3.76
490,2025-11-01,176.6,16.6,0,0,3,0,10394.67,4,3.17
802,2026-05-01,178.6,10.6,27545,96,3,0,7092.43,6,4.04
452,2026-08-01,157,5,0,0,5,2,11211.15,6,3.95
139,2025-09-01,171.5,3.5,0,0,5,1,10045.14,0,3.67
202,2026-07-01,188.3,4.3,0,0,2,0,8130.18,8,2.93
1155,2025-11-01,175.9,23.9,0,117,3,1,10195.88,4,2.61
1275,2026-08-01,154.9,2.9,0,0,3,2,6253.09,4,3
662,2026-03-01,172.6,4.6,0,0,5,1,8393.67,4,3.7
1102,2026-01-01,168,0,0,0,5,1,7208.17,0,4.53
1252,2025-11-01,179,19,0,45,1,0,12217.13,8,3.76
188,2026-03-01,186.8,10.8,26234.42,66,2,0,9260.34,6,3.24
788,2026-03-01,96,0,0,45,2,2,6689.67,8,3.01
792,2025-09-01,181.1,5.1,22918.16,68,2,0,11804.29,0,3.04
971,2026-04-01,105.6,0,0,83,4,0,6669.33,0,4.42
1128,2025-12-01,203.2,19.2,0,0,4,0,8239.85,,3.56
1286,2025-11-01,176.1,16.1,0,0,6,0,9834.1,8,3.51
1333,2026-01-01,180.1,4.1,20270.81,66,3,0,6969.13,4,3.9
1339,2025-12-01,193.3,17.3,0,0,9,1,10566.62,0,4.76
535,2025-11-01,166.8,14.8,0,0,5,1,13097.35,0,4.09
840,2026-01-01,176.4,0.4,19930.34,62,3,0,7998.26,6,4.02
854,2026-06-01,188.6,12.6,0,0,5,0,9561.39,6,3.97
825,2025-10-01,184.8,8.8,0,114,4,1,16816.16,4,3.32
544,2025-12-01,182,14,0,0,4,2,10087.58,0,3.44
766,2026-01-01,163.8,3.8,22642.43,66,3,2,9954.94,0,4.47
130,2026-06-01,105.6,0,15887.2,56,2,0,6130.5,2,3.93
581,2026-04-01,184.1,16.1,0,0,6,1,13598.63,0,3.43
283,2026-05-01,176.6,8.6,0,0,3,0,10213.29,6,3.5
1318,2026-01-01,182.2,6.2,0,110,5,0,10744.28,0,3.97
80,2025-09-01,183.1,7.1,29768.73,86,3,0,14061.1,4,3.96
221,2025-09-01,178.7,2.7,0,0,4,0,8302.56,8,2.91
632,2025-11-01,176.2,16.2,32575.12,86,2,0,9296.75,6,3.52
800,2025-09-01,169.3,9.3,0,0,6,2,11984.51,6,4.31
523,2026-07-01,175.2,7.2,0,69,3,2,17841.81,0,2.6
1414,2026-02-01,152.3,8.3,17917.38,51,2,2,8935.46,8,3.29
873,2025-12-01,187.9,19.9,0,0,6,2,11369.28,8,4.01
619,2025-10-01,196.1,12.1,0,129,6,0,11523.25,8,3.51
1165,2025-11-01,169.1,9.1,0,0,3,0,8960.28,8,3.39
1469,2026-06-01,187.7,11.7,0,0,6,0,12371.63,0,4.53
970,2025-12-01,207.3,23.3,0,187,4,0,13768.13,,3.21
1121,2026-07-01,185.8,1.8,0,0,3,0,8115.48,6,3.14
1402,2025-09-01,180.5,4.5,15966.42,45,2,0,8154.31,6,2.46
902,2026-03-01,191.2,15.2,0,109,4,0,15426.83,4,3.31
74,2025-10-01,191.3,15.3,0,126,3,1,24291.95,8,3.39
88,2026-01-01,171.7,3.7,0,0,6,1,13545.42,8,3.85
1391,2025-10-01,187,11,0,0,5,1,9497.69,4,3.26
1339,2026-04-01,177.2,9.2,0,0,8,1,9922.39,4,4.71
504,2026-03-01,181,5,0,0,4,0,7702.8,,2.88
934,2026-06-01,155.2,11.2,29678.02,75,3,4,9512.7,8,4.57
244,2025-10-01,198.6,14.6,0,0,4,0,9103.69,6,3.04
739,2026-05-01,164,4,0,0,5,1,8225.54,6,3.41
1166,2026-07-01,174.8,6.8,0,94,5,2,12207.44,4,3.92
564,2026-01-01,172.6,4.6,18913.13,51,2,1,7625.26,0,3.28
645,2026-08-01,169.1,9.1,29308.72,80,3,1,10671.17,2,
1162,2026-05-01,187.1,19.1,0,115,4,0,18410.39,8,3.33
1396,2026-08-01,154.8,2.8,0,0,3,2,10964.9,8,3.05
116,2026-03-01,100.8,0,0,0,2,1,4524.17,6,3.22
1214,2026-06-01,180.1,12.1,29243.36,94,3,1,8856.1,8,4.31
12,2026-01-01,176.4,8.4,0,0,5,1,11341.93,0,4.42
742,2026-08-01,163.8,3.8,0,0,3,1,5586.53,8,3.91
191,2025-10-01,191.5,7.5,0,0,5,0,6777.4,2,3.74
424,2026-01-01,180.2,4.2,0,0,4,0,6985.49,8,3.51
699,2026-04-01,177.4,9.4,29243.09,87,2,1,11807.22,2,4.59
75,2025-12-01,198.5,22.5,27153.51,80,2,1,12789.98,,2.32
595,2025-09-01,187.1,11.1,0,128,5,0,11399.55,4,3.42
1063,2026-05-01,162,10,0,115,4,2,10969.15,6,3.52
1388,2025-11-01,96,0,0,0,3,0,5713.67,0,3.64
780,2026-07-01,176.4,8.4,0,0,4,2,11712.73,4,4.18
706,2026-01-01,179.4,3.4,0,0,5,0,13877.65,4,3.74
221,2025-11-01,174.1,14.1,0,0,4,0,9102.94,4,2.85
276,2025-12-01,186.4,18.4,0,139,3,2,17081.45,4,
1172,2026-02-01,148.2,4.2,0,0,3,2,7575.52,6,3.72
1437,2026-07-01,176.1,8.1,22821.01,67,3,2,10487.66,0,
1120,2026-06-01,185.2,9.2,30710.02,114,4,0,11239.52,6,4.36
153,2026-04-01,183.3,7.3,0,0,6,0,6917.71,8,3.58
334,2026-08-01,172.2,4.2,0,0,4,0,12696.1,8,4.45
1419,2026-06-01,190.1,14.1,36191.22,113,3,0,6593.36,6,4.26
1209,2026-07-01,182.3,6.3,0,0,2,1,7135.58,4,
307,2025-09-01,175.9,7.9,23433.31,56,2,1,7874.74,0,3.12
1353,2026-03-01,175.2,7.2,0,0,4,1,9363.71,10,3.3
766,2025-11-01,179.2,19.2,43649,120,3,0,11239.39,0,4.62
507,2026-03-01,183.8,7.8,25848.28,78,3,0,7705.57,4,3.76
462,2025-10-01,193.7,9.7,0,121,7,0,12166.17,0,3.67
57,2026-08-01,175.1,7.1,0,0,5,0,10359.68,2,3.8
1072,2026-03-01,165.2,5.2,0,0,4,2,9405,6,3.04
228,2026-04-01,188.9,12.9,0,99,3,0,10962.57,0,3.2
655,2026-07-01,185.9,1.9,0,0,7,0,12762.28,8,4.33
23,2026-06-01,174.3,14.3,0,0,3,2,6969.12,2,3.69
347,2025-10-01,189.9,5.9,0,0,3,0,7522.77,6,2.52
1231,2026-07-01,179.5,3.5,0,0,5,1,6881.81,2,4.57
1206,2026-03-01,161,1,0,0,2,2,11505.71,6,3.37
1117,2026-02-01,159.1,7.1,0,71,4,1,11859.67,10,3.24
94,2026-03-01,184.1,8.1,24225.02,71,2,0,9116.86,8,3
1232,2025-10-01,178.5,2.5,0,0,4,1,8807.85,2,2.79
220,2026-03-01,181.5,5.5,34286.02,116,2,0,7913.37,6,4.86
112,2025-11-01,171.4,19.4,0,0,3,1,10341.81,8,
388,2026-06-01,190.2,14.2,0,0,7,0,11815.55,4,4.19
827,2026-04-01,180.9,4.9,28870.64,75,2,0,8849.14,4,3.82
1178,2026-05-01,160.9,8.9,0,0,4,2,6405.57,4,3.18
854,2026-07-01,182.6,6.6,0,0,3,1,9113.74,4,3.44
501,2025-10-01,196,12,0,0,8,0,7664.92,2,4.32
593,2026-08-01,177.2,9.2,21348.72,66,3,0,8473.54,8,3.43
1079,2026-02-01,168.1,8.1,16662.83,52,2,0,6190.33,6,3.4
837,2026-04-01,100.8,0,0,0,2,1,5246,4,3.57
111,2026-04-01,180.6,12.6,0,133,3,1,15559.81,6,3.68
1402,2025-11-01,168.7,8.7,28557.75,82,2,0,8439.58,6,3.18
565,2026-01-01,165.8,5.8,0,0,3,2,8744.43,0,3.1
1244,2026-08-01,86.4,0,0,39,1,3,9861.67,4,3
1013,2026-06-01,185.4,9.4,26528.13,82,2,0,8597.06,6,3.23
461,2025-10-01,184.4,8.4,0,0,6,1,10894.8,0,3.66
1275,2026-05-01,169,1,0,0,4,0,6152.79,0,3.12
1424,2025-10-01,174.9,14.9,0,150,7,3,15058.59,,4.49
754,2026-07-01,186.4,2.4,0,0,4,0,8613.59,4,3.8
544,2025-09-01,180.2,4.2,0,0,4,0,9324.52,4,3.49
537,2026-08-01,81.6,0,0,34,2,4,8937.72,0,2.37
353,2026-02-01,153.8,1.8,0,0,3,1,7175.9,12,2.69
338,2026-06-01,189.7,13.7,24619.44,86,2,0,10030.11,8,3.39
952,2025-10-01,205.2,21.2,0,174,5,0,21861.89,6,3.86
421,2025-11-01,152.3,16.3,0,132,5,3,8443.83,8,4.08
927,2026-02-01,157.5,5.5,0,0,3,1,8733.46,4,3.92
1271,2026-04-01,186.1,10.1,26085.46,87,2,0,8800,6,4.13
821,2026-06-01,183.8,7.8,0,0,8,0,10114.92,6,4.56
867,2026-01-01,181.6,5.6,0,89,6,0,11544.09,2,4.05
1179,2026-06-01,187.9,11.9,31926.91,91,3,0,10507.18,8,3.95
665,2026-01-01,176,0,0,0,6,0,9333,4,4.38
399,2026-06-01,184.2,8.2,24001.47,81,3,0,8383.84,4,3.68
1330,2025-10-01,179.6,11.6,29575.71,91,2,2,8177.88,4,3.93
865,2025-09-01,184.6,8.6,0,0,3,0,9951.13,2,2.54
444,2026-03-01,164.7,12.7,0,135,3,3,19250.54,4,4.22
1236,2026-04-01,188.9,12.9,0,120,5,0,11742.38,4,3.43
669,2026-04-01,186.1,10.1,,81,2,0,10789.95,8,3.7
1177,2026-02-01,163.9,3.9,12920.61,36,1,0,7598.58,6,2.66
730,2026-06-01,188.2,12.2,0,0,5,0,14454.68,8,4.15
1159,2025-12-01,173.7,13.7,0,0,5,3,11667.68,6,3.09
315,2026-01-01,178.7,2.7,0,0,4,0,8177.71,6,3.68
1066,2026-04-01,155.4,11.4,0,85,3,4,18318.22,2,3.57
139,2026-04-01,172.1,12.1,0,0,5,2,10770.75,8,3.6
406,2025-10-01,179.3,3.3,0,0,4,1,8965.59,4,2.95
1167,2026-04-01,177.7,9.7,0,0,4,1,11879.65,6,3.96
1240,2026-08-01,175.7,7.7,27651.58,102,2,0,8534.32,0,4.57
578,2026-08-01,182,14,0,128,5,0,13873.67,0,
523,2025-11-01,172.5,20.5,0,112,2,1,19774.89,8,2.74
1470,2026-01-01,105.6,0,0,67,3,0,8021.5,4,4.29
